cascaron,tutti,1
gittar,tutti,1
lemosì,credon,1
garra,che,1
troian,che,1
ch'adopera,ed,1
diffidi,ma,0.5,?,0.5
l'antiche,leggi,1
infiata,l'epa,1
ita,.,1
manca,si,0.25,di,0.25,l'acqua,0.25,con,0.25
ite,e,1
iti,con,0.5,che,0.5
discriver,fondo,1
ito,è,1
manco,di,0.142857,che,0.285714,esser,0.142857,e,0.142857,il,0.142857,voto,0.142857
vera,costellazione,0.043478,imagini,0.043478,cittade,0.043478,nel,0.043478,udendo,0.043478,esser,0.043478,come,0.043478,carne,0.086957,luce,0.043478,ed,0.043478,credenza,0.043478,rancura,0.043478,di,0.043478,spia,0.043478,penitenza,0.043478,.,0.086957,perfezion,0.043478,vita,0.043478,parvemi,0.043478,ché,0.043478,città,0.043478
vere,sustanze,0.111111,.,0.222222,elezioni,0.111111,ragion,0.111111,parole,0.111111,novelle,0.111111,io,0.111111,espresse,0.111111
veri,morti,0.5,.,0.5
tebano,come,1
portata,ne,1
mencio,si,1
vero,si,0.018519,dir,0.018519,a,0.111111,esser,0.018519,quella,0.018519,frutto,0.018519,sfavillar,0.018519,umbriferi,0.018519,e,0.092593,quant'io,0.018519,è,0.129630,non,0.018519,andare,0.018519,appresso,0.018519,.,0.037037,son,0.018519,che,0.018519,apprendi,0.018519,ancor,0.018519,ché,0.055556,amore,0.018519,suo,0.018519,fu,0.037037,sanza,0.018519,spirto,0.018519,augusto,0.018519,al,0.018519,ma,0.037037,amor,0.018519,ben,0.018519,il,0.018519,farsi,0.018519,in,0.037037
fiammette,.,0.5,che,0.5
portate,cotali,0.5,da,0.5
relinqua,.,1
manda,secondo,0.333333,fuor,0.333333,a,0.333333
coruscar,vidi,0.5,né,0.5
cacciò,tarquino,1
disusa,perché,1
portato,da,0.5,santo,0.5
mando,verso,0.5,sì,0.5
quell'angoscia,parea,1
niobè,con,1
ch'arrossan,per,1
dilegua,se,1
dilegue,?,1
affoca,chiuder,1
infiamma,allor,1
division,fatto,1
divenimmo,là,0.666667,intanto,0.333333
ivi,lo,0.083333,con,0.083333,a,0.041667,da,0.041667,eran,0.041667,è,0.083333,elegge,0.041667,parea,0.041667,.,0.041667,s'accoglie,0.041667,così,0.041667,le,0.041667,convien,0.041667,l'ortica,0.041667,mi,0.083333,né,0.041667,ambedui,0.041667,dipinto,0.041667,era,0.041667,prima,0.041667
succedette,a,1
crollarsi,mormorando,1
facieno,stimar,0.25,esser,0.25,alte,0.25,i,0.25
ubaldo,fertile,1
fulgida,fiamma,1
clivo,in,1
portava,la,0.333333,veloci,0.333333,a',0.333333
donati,testando,1
donato,che,0.5,ch'a,0.5
coniavi,.,1
ritratto,l'occhio,1
s'allenta,la,1
l'apprende,con,1
probitate,e,1
requievi,di,1
mangi,di,0.5,dimmi,0.5
mancò,possa,1
famigliari,di,1
sanator,de,1
moderna,favella,1
petraia,.,1
ritene,.,0.5,!,0.5
paladino,mi,1
certamente,e,1
maschili,penne,1
moderni,pastori,1
piangevisi,entro,1
questa,palude,0.006369,risma,0.006369,fossa,0.0191,caggia,0.006369,festinata,0.006369,a,0.006369,gola,0.006369,riga,0.006369,picciola,0.006369,e,0.012739,vice,0.006369,lor,0.006369,luculenta,0.006369,tepidezza,0.006369,chiese,0.006369,valle,0.012739,rosa,0.006369,provede,0.006369,santa,0.006369,privata,0.006369,persona,0.006369,pecca,0.006369,pianta,0.006369,ruina,0.006369,proferta,0.006369,infino,0.006369,sovresso,0.006369,dolce,0.012739,broda,0.006369,sentenza,0.006369,distinzion,0.006369,credenza,0.006369,ripa,0.006369,disceda,0.006369,dia,0.006369,cruda,0.006369,pianura,0.006369,tolomea,0.006369,cantica,0.006369,vita,0.012739,comedìa,0.006369,rota,0.006369,in,0.012739,bestia,0.006369,imagine,0.006369,altezza,0.012739,spera,0.012739,fiede,0.006369,virtù,0.006369,favilla,0.006369,parete,0.006369,orazion,0.006369,isoletta,0.006369,primavera,0.006369,luce,0.006369,faccia,0.006369,question,0.006369,zuffa,0.006369,corte,0.0191,ogn'altra,0.006369,veritate,0.006369,volta,0.006369,gran,0.006369,sorte,0.006369,digression,0.006369,aiuola,0.006369,lama,0.006369,calla,0.006369,stella,0.006369,moderna,0.006369,stretta,0.006369,tema,0.006369,prova,0.006369,è,0.025478,non,0.006369,natura,0.012739,voce,0.012739,la,0.006369,sola,0.006369,gente,0.038217,vecchia,0.006369,montagna,0.006369,era,0.006369,costa,0.006369,parte,0.031847,revelazion,0.006369,tanto,0.006369,lumera,0.006369,sonnolenza,0.006369,pare,0.006369,ghirlanda,0.006369,fiamma,0.012739,l'altre,0.006369,soma,0.006369,greggia,0.006369,mi,0.006369,cara,0.006369,pace,0.012739,vennero,0.006369,fortuna,0.006369,cornice,0.012739,per,0.006369,instanza,0.006369,rivera,0.006369,.,0.012739,mortal,0.006369,che,0.012739,grotta,0.006369,dismisura,0.006369,quinta,0.006369,prima,0.006369,fu,0.006369,turba,0.006369,?,0.025478,vista,0.006369,gioia,0.006369,disagguaglianza,0.006369,vera,0.006369,compagnia,0.006369,doglia,0.006369,roccia,0.012739,forma,0.006369,giustizia,0.006369
l'amoroso,drudo,0.333333,suono,0.333333,canto,0.333333
moderno,faranno,0.5,uso,0.5
queste,iguali,0.02,si,0.02,due,0.02,spere,0.02,a,0.02,degne,0.02,parole,0.2,contingenze,0.02,misere,0.02,scale,0.02,stelle,0.04,piaghe,0.02,che,0.02,son,0.06,genti,0.04,cotali,0.02,sustanze,0.02,sono,0.02,?,0.04,cose,0.12,fero,0.02,dote,0.02,credo,0.02,dignitadi,0.02,ruote,0.02,del,0.04,nozze,0.02,rote,0.06
dandole,biasmo,0.5,quel,0.5
questi,altri,0.0326,si,0.010870,preliba,0.010870,pareva,0.010870,e,0.010870,è,0.097826,versi,0.021739,ha,0.010870,n'hanno,0.010870,non,0.043478,m'era,0.010870,felli,0.010870,la,0.021739,cerchi,0.010870,segni,0.010870,amori,0.010870,spirti,0.010870,fuor,0.010870,ti,0.010870,parlar,0.010870,m'apparve,0.010870,ordini,0.021739,sette,0.010870,parea,0.010870,scacciato,0.010870,fiorentin,0.010870,com'è,0.010870,il,0.010870,amanti,0.010870,coi,0.010870,resurgeranno,0.010870,lasciò,0.010870,fue,0.010870,organi,0.010870,con,0.010870,cieli,0.010870,onde,0.010870,l'orme,0.010870,per,0.010870,guadi,0.010870,ch'io,0.010870,giri,0.021739,son,0.010870,che,0.130435,savi,0.010870,ne,0.021739,nocchi,0.010870,chi,0.010870,può,0.010870,termini,0.010870,fu,0.010870,cotali,0.010870,corpi,0.021739,loderingo,0.010870,ostendali,0.010870,miei,0.010870,sciaurati,0.010870,porta,0.010870,cotai,0.010870,chercuti,0.010870,vive,0.010870,ne',0.010870
m'aspettava,e,1
d'ogn'intoppo,e,1
caccerà,del,0.333333,l'altra,0.333333,per,0.333333
questo,antivedesse,0.005348,vero,0.005348,sia,0.005348,sì,0.010695,a,0.010695,e,0.010695,qua,0.005348,antivedere,0.005348,poi,0.005348,stato,0.005348,intesi,0.005348,giorno,0.005348,dì,0.005348,enigma,0.005348,canto,0.005348,atto,0.005348,gaudio,0.005348,segno,0.005348,ciel,0.005348,riceve,0.005348,aspro,0.005348,niccosia,0.005348,baràtro,0.005348,centro,0.005348,tenea,0.005348,'nferno,0.005348,gioco,0.005348,diss'io,0.005348,globo,0.005348,suono,0.005348,ben,0.005348,punto,0.005348,io,0.005348,nel,0.005348,tal,0.005348,corso,0.005348,centesimo,0.005348,ch'io,0.005348,giardino,0.010695,l'evangelio,0.005348,ver,0.005348,modo,0.016043,sicuro,0.005348,vivagno,0.005348,giusto,0.005348,mondo,0.026738,m'invita,0.005348,superbo,0.005348,monte,0.021390,tempo,0.005348,viaggio,0.005348,decreto,0.005348,spazzo,0.005348,troncone,0.005348,già,0.005348,raro,0.005348,visitai,0.005348,si,0.005348,tesoro,0.005348,officio,0.005348,calle,0.010695,so,0.005348,caldo,0.005348,vivo,0.005348,mio,0.005348,tristo,0.005348,foco,0.005348,è,0.042781,rapporta,0.005348,non,0.005348,greppo,0.005348,la,0.010695,di,0.005348,misero,0.005348,fior,0.005348,lume,0.005348,fiore,0.005348,li,0.010695,miro,0.005348,apporterai,0.005348,ingrassa,0.005348,era,0.005348,iscoglio,0.005348,regno,0.037433,ti,0.005348,cieco,0.005348,muro,0.005348,intende,0.005348,letto,0.005348,conforto,0.005348,folgór,0.005348,principio,0.005348,ma,0.005348,amor,0.005348,nodo,0.005348,etera,0.005348,sarebbe,0.005348,imperio,0.005348,note,0.005348,vole,0.005348,mi,0.010695,disse,0.005348,basso,0.005348,consistorio,0.005348,sacrificio,0.005348,cibo,0.005348,male,0.005348,prete,0.005348,passammo,0.005348,brama,0.005348,passo,0.005348,luogo,0.016043,per,0.005348,triforme,0.005348,quando,0.005348,cielo,0.021390,sempre,0.005348,loco,0.026738,specchio,0.005348,che,0.005348,basti,0.005348,ne,0.005348,chi,0.010695,l'alta,0.005348,cammin,0.005348,fondo,0.016043,peso,0.005348,tuo,0.005348,balzo,0.005348,fu,0.005348,?,0.005348,vi,0.005348,cinghio,0.005348,corpo,0.005348,tondo,0.005348,salvo,0.005348,metro,0.005348,reame,0.005348,m'assicura,0.005348,concilio,0.005348,motto,0.005348,fece,0.005348,sensibil,0.005348,'mpedimento,0.005348,invito,0.005348
diche',e,1
volgemmo,ancor,0.25,sùbiti,0.25,e,0.25,i,0.25
converria,l'occhio,1
giunghi,al,1
dileguò,come,1
vivuto,di,1
pongon,lo,1
infiammò,contra,1
'nvoglia,.,0.5,e,0.5
guercia,e,1
popol,giusto,0.0909,cristiano,0.0909,si,0.0909,di,0.0909,ch'e',0.0909,tutto,0.0909,disviato,0.0909,suo,0.0909,tuo,0.272727
comprender,puoi,0.4,poco,0.2,come,0.2,de,0.2
cirra,risponda,1
m'apparecchio,ad,1
onestadi,.,1
averoìs,che,1
l'acume,ch'io,1
facean,vedere,0.1,quelli,0.1,di,0.2,lor,0.1,brolo,0.1,nel,0.1,festa,0.1,noi,0.1,sonare,0.1
d'italia,si,0.333333,surgon,0.333333,tutte,0.333333
cirro,negletto,1
d'aretusa,ovidio,1
poppa,altri,0.142857,.,0.142857,stava,0.142857,nel,0.142857,e,0.285714,in,0.142857
poppe,volgerà,0.5,il,0.5
necessario,né,1
m'attacco,guardommi,1
traccia,.,0.25,vostra,0.25,che,0.25,corrien,0.25
riesca,né,1
diss'elli,allora,0.285714,a,0.285714,più,0.142857,il,0.142857,e,0.142857
volan,più,1
t'ammanti,.,0.5,quanto,0.5
volar,sù,0.2,pareggia,0.2,da,0.2,sanz'ali,0.2,furon,0.2
picciola,spera,0.111111,al,0.111111,gente,0.111111,stella,0.111111,vallea,0.111111,vigilia,0.111111,da,0.111111,gramigna,0.111111,barca,0.111111
l'etico,fa,1
picciole,onde,1
involto,s'affaticava,1
fregi,.,0.5,così,0.5
l'universo,secondo,0.083333,si,0.083333,sentisse,0.083333,penetra,0.083333,che,0.083333,tutto,0.083333,a,0.083333,infin,0.083333,noi,0.083333,per,0.083333,né,0.083333,in,0.083333
cosenza,che,1
darotti,un,1
libertate,di,0.333333,per,0.333333,però,0.333333
feriami,il,1
quand'un'altra,che,1
maccabei,e,1
gualandi,con,1
rechiti,a,1
ritese,.,1
cercare,e,1
impossibil,che,0.5,veggio,0.5
fiala,per,1
s'essere,in,1
l'aspetta,.,1
manna,la,0.333333,sanza,0.333333,in,0.333333
icaro,misero,1
serocchia,.,0.5,venendo,0.5
l'aspetto,beato,0.1,fero,0.1,a,0.1,!,0.1,mio,0.1,del,0.1,pur,0.1,suo,0.1,in,0.1,redui,0.1
biacca,indaco,1
'nostro',.,0.5,tanto,0.5
fiamminghi,tra,1
leggiadria,quant'esser,1
bernardo,si,0.25,.,0.25,m'accennava,0.25,come,0.25
busto,sanza,0.5,ma,0.5
scenda,de,1
messer,marchese,0.5,guido,0.5
d'acone,e,1
volgonsi,spesso,1
scende,virtù,0.111111,ov'è,0.111111,da,0.111111,e,0.111111,chiaro,0.111111,noi,0.111111,giuso,0.111111,per,0.111111,cotale,0.111111
d'entro,siratti,0.333333,le,0.333333,quel,0.333333
polmon,sì,1
latrando,lui,1
scendi,là,1
cammina,qual,1
cercate,'ntorno,1
volea,.,0.142857,dir,0.142857,storpio,0.142857,menar,0.142857,ché,0.142857,dire,0.142857,il,0.142857
cammine,producerebbe,1
'ntanto,per,1
sperando,s'appaga,1
stav'io,ed,1
iacòb,e,1
trafisse,là,0.5,poi,0.5
ozio,pasce,1
volem,che,1
cammino,u',0.052632,simil,0.052632,?,0.052632,a,0.052632,ch'i',0.052632,e,0.052632,perire,0.052632,per,0.052632,è,0.052632,ascoso,0.052632,.,0.157895,acceso,0.052632,alto,0.052632,che,0.105263,alcun,0.052632,prima,0.052632
fraschetta,d'una,1
voler,si,0.024390,ciò,0.024390,portate,0.024390,dir,0.024390,sì,0.024390,esser,0.024390,mio,0.024390,fa,0.024390,voler,0.024390,divino,0.024390,di,0.073171,lor,0.024390,che,0.146341,s'aggueffa,0.024390,le,0.024390,ne,0.024390,li,0.024390,buona,0.024390,prima,0.024390,lo,0.024390,fu,0.024390,sopra,0.024390,piacermi,0.024390,dura,0.024390,t'adage,0.024390,quetarsi,0.024390,nonpossa,0.024390,tornò,0.024390,del,0.024390,mi,0.024390,leggera,0.024390,tosto,0.024390,mal,0.024390,ne',0.024390
eccelsa,lei,1
aldobrandesco,fu,1
conversïone,omè,1
notando,lenta,0.5,una,0.5
eccelse,sì,1
dubbio,dissi,0.125,si,0.125,disvestito,0.125,che,0.125,s'io,0.125,ne,0.125,per,0.125,ed,0.125
drizzando,'l,0.333333,in,0.333333,pur,0.333333
fregò,'l,1
giungon,davanti,1
sedere,appresso,0.142857,anna,0.142857,a,0.285714,un,0.142857,in,0.285714
bogliente,stagno,0.333333,esce,0.333333,vetro,0.333333
spaventate,sanza,0.5,e,0.5
boglienti,pane,1
festanti,ciascun,1
aquilone,intrava,1
soldanier,credo,1
spaventato,agghiaccia,1
l'usanza,fu,0.5,sua,0.5
ardinghi,e,1
sennaàr,con,1
ch'innalzai,un,1
acqua,si,0.076923,vi,0.076923,tinta,0.076923,e,0.076923,mera,0.076923,per,0.076923,è,0.076923,riede,0.076923,cupa,0.076923,di,0.076923,la,0.076923,d'elsa,0.076923,fessi,0.076923
sepulcral,buca,1
acque,omo,0.25,nitide,0.25,?,0.25,alza,0.25
acàn,ciascun,1
latin,disse,0.333333,rispuose,0.333333,siam,0.333333
volga,e,0.5,dritta,0.5
quattromilia,trecento,1
volge,undici,0.066667,lieto,0.066667,al,0.066667,.,0.133333,sarte,0.066667,con,0.133333,a,0.133333,e,0.133333,il,0.066667,quel,0.066667,in,0.066667
l'anella,fé,1
volgi,la,0.2,beatrice,0.2,'l,0.2,li,0.4
pantasilea,da,1
fonda,.,0.166667,questa,0.166667,l'alta,0.166667,e,0.166667,onde,0.166667,l'essere,0.166667
contradire,.,1
fonde,la,0.5,a,0.5
l'anello,al,1
fondi,sien,1
caco,che,1
fondo,a,0.055556,e,0.055556,per,0.027778,è,0.027778,poi,0.027778,gerione,0.027778,de,0.083333,giù,0.027778,non,0.055556,piena,0.027778,la,0.027778,.,0.083333,che,0.055556,d'ogne,0.027778,sodo,0.027778,suo,0.055556,soperchia,0.027778,foracchiato,0.027778,parea,0.027778,s'accorser,0.027778,ma,0.027778,erano,0.027778,in,0.027778,se,0.027778,io,0.027778,l'arco,0.027778,però,0.027778
diascoride,dico,1
guardaci,ben,1
parrebbe,di,0.2,luna,0.2,tutta,0.2,vizzo,0.2,nube,0.2
villana,livide,1
cada,tremar,1
cade,quivi,0.066667,.,0.133333,nel,0.066667,che,0.2,a,0.066667,e,0.066667,innanzi,0.066667,in,0.133333,de,0.066667,mirabilmente,0.066667,vertù,0.066667
cadi,?,1
freni,per,1
manse,le,1
villano,.,1
freno,di,0.111111,.,0.111111,o,0.111111,a,0.222222,iustiniano,0.111111,e,0.111111,del,0.111111,però,0.111111
ardea,ne,0.5,e,0.5
impressa,non,0.25,rimane,0.25,esta,0.25,.,0.25
c'eravam,di,1
biasmerebbe,se,1
impresso,in,1
sederà,l'alma,0.5,qui,0.5
sedeva,e,1
manti,loro,0.5,al,0.5
forame,dal,0.5,più,0.5
manto,fu,0.125,di,0.125,.,0.125,che,0.125,vestita,0.125,a,0.125,!,0.125,e,0.125
pertugia,rotto,1
gromma,.,1
calar,l'uccel,0.333333,le,0.333333,ciascun,0.333333
staria,sanza,1
disanimato,il,1
magiche,frode,1
quand'ebbe,detto,1
pertugio,dentro,0.2,.,0.2,o,0.2,tondo,0.2,de,0.2
spirar,d'i,1
beffa,sì,1
fée,la,0.5,.,0.5
subito,levorsi,0.333333,',0.333333,drizzato,0.333333
migliore,approbo,0.333333,stella,0.333333,uscita,0.333333
lece,dirci,0.166667,aver,0.166667,.,0.333333,a,0.166667,rispuose,0.166667
migliori,spegli,1
fiata,atamante,0.1,.,0.1,ma,0.1,così,0.1,ch'i',0.1,quei,0.1,e,0.1,rimirando,0.1,omai,0.1,qua,0.1
fiate,fu,0.066667,venne,0.066667,l'omo,0.066667,a,0.066667,liberamente,0.066667,intorno,0.066667,mentre,0.066667,la,0.066667,già,0.133333,li,0.133333,mi,0.066667,in,0.066667,ragioniam,0.066667
coltivare,omai,1
aglauro,che,1
immondi,di,1
profani,.,1
orrevoli,e,1
peneia,quando,1
fiato,di,0.166667,piove,0.166667,e,0.166667,li,0.166667,in,0.166667,s'i',0.166667
calca,si,0.5,pur,0.5
modena,e,1
leda,mi,1
calci,ch'ebbe,1
bifolco,.,1
volle,beatrice,0.058824,diedi,0.058824,ch'i',0.058824,esser,0.058824,redur,0.058824,tornando,0.058824,e,0.058824,nostro,0.058824,porre,0.058824,udirmi,0.058824,viver,0.058824,.,0.117647,gedeon,0.058824,altra,0.058824,veder,0.058824,dar,0.058824
volli,dir,0.333333,con,0.333333,e,0.333333
vegnonti,a,1
lasciasser,d'operare,1
saturno,quando,1
salvani,ed,1
fedire,ond'ella,0.5,disse,0.5
quetar,tutte,1
calda,cera,0.5,parte,0.5
lanterna,e,1
ammirando,menane,0.5,ché,0.5
calde,d'india,1
caldi,rai,0.2,.,0.2,strinsermi,0.2,e,0.4
caldo,senta,0.052632,si,0.052632,d'amore,0.052632,parlar,0.052632,sghermitor,0.052632,e,0.105263,da,0.052632,ha,0.052632,.,0.052632,amor,0.052632,che,0.052632,assai,0.052632,suolo,0.052632,ne,0.052632,amore,0.052632,il,0.052632,suo,0.052632,disio,0.052632
soffiar,di,1
ardir,mi,1
cain,favoleggiare,1
crudel,vieni,0.5,se,0.5
liber'omo,l'un,1
l'accusa,del,1
ch'hanno,al,1
salvatico,s'inurba,1
caler,non,0.333333,fissi,0.333333,così,0.333333
guardail,fiso,1
s'aunasse,ancor,1
dimanda,non,0.083333,gorda,0.083333,ma,0.083333,con,0.083333,che,0.083333,s'io,0.083333,ch'i',0.083333,ne,0.083333,mi,0.083333,tuo,0.083333,tua,0.083333,onesta,0.083333
starmi,muto,1
etera,tondo,1
dimandi,o,0.2,che,0.2,a,0.2,fama,0.2,terrai,0.2
priega,o,0.25,per,0.25,matelda,0.25,spirito,0.25
fiammeggiar,ti,0.25,del,0.25,l'ardente,0.25,de,0.25
lega,dintorno,0.083333,col,0.083333,.,0.25,ma,0.083333,l'omo,0.083333,sì,0.083333,e,0.083333,in,0.083333,velando,0.083333,suggellata,0.083333
redole,odor,1
dimando,ma,0.125,.,0.375,chi,0.125,rispuos'io,0.125,e,0.125,quel,0.125
priego,detto,0.076923,che,0.307692,vaglia,0.076923,da,0.076923,e,0.230769,regina,0.076923,tuo,0.076923,se,0.076923
lego,di,1
latente,la,1
cherci,questi,0.333333,che,0.333333,e,0.333333
minerva,non,0.5,spira,0.5
pavimento,come,0.5,anima,0.5
cherco,.,1
rispuos'io,appresso,0.0909,tutto,0.0909,e,0.0909,per,0.0909,lui,0.636364
latra,sovra,0.5,e,0.5
parlarmi,chiuso,0.25,sì,0.25,un,0.25,e,0.25
latri,?,1
troia,richesto,0.25,in,0.25,per,0.25,poi,0.25
battezzati,combattesse,1
rinasce,quando,1
volpe,.,0.5,che,0.5
battezzato,e,1
l'occhio,si,0.023810,comprese,0.023810,stare,0.023810,sì,0.047619,a,0.047619,intento,0.023810,sorpriso,0.023810,nostro,0.023810,da,0.023810,e,0.023810,mio,0.023810,per,0.047619,ha,0.023810,de,0.023810,intorno,0.023810,nol,0.023810,non,0.023810,di,0.023810,vostro,0.023810,la,0.047619,tòrre,0.023810,o,0.023810,che,0.023810,m'avea,0.023810,riposato,0.023810,più,0.047619,ti,0.023810,tenuto,0.023810,aguzzo,0.023810,bieco,0.023810,infino,0.023810,cupido,0.023810,tanto,0.023810,cerco,0.023810,attinghe,0.023810,mi,0.023810,in,0.023810
torcesse,in,1
battaglia,de',0.5,se,0.5
spoltre,disse,1
volpi,sì,1
buggea,siede,1
policleto,ma,1
battaglie,col,1
femmi,salsi,0.333333,.,0.333333,perch'io,0.333333
cala,.,0.333333,naturalmente,0.166667,tal,0.166667,ché,0.166667,disse,0.166667
l'udirai,per,1
gliene,diè,1
femmo,in,1
cale,.,1
menavano,ad,1
n'accapriccia,uno,1
cali,.,0.333333,!,0.333333,io,0.333333
forata,avea,1
calo,.,1
disvia,per,0.5,in,0.5
avrian,le,1
sarria,ché,1
gittarsi,giuso,1
forato,ne,0.333333,da,0.333333,suo,0.333333
rotare,se,1
serotini,e,1
signoreggia,e,1
sovr'a,noi,1
sciorina,gite,1
aggi,a,0.5,anima,0.5
seguentemente,intesi,1
latte,lor,0.2,prese,0.2,vòte,0.2,se,0.2,de,0.2
miserere,mei,0.333333,di,0.333333,',0.333333
camo,che,1
ornar,la,0.5,di,0.5
l'atterra,torto,1
gallura,vasel,0.5,.,0.5
raccolse,al,0.25,.,0.25,come,0.25,per,0.25
letargo,che,1
ch'altrove,troppa,1
scaletta,di,1
salvati,.,1
cane,intra,0.25,a,0.25,ch'abbaiando,0.25,tanto,0.25
barba,con,0.125,il,0.125,e,0.375,in,0.25,unta,0.125
l'è,aperto,0.142857,parte,0.142857,tolto,0.142857,nova,0.142857,parvente,0.142857,conforme,0.142857,ghirlanda,0.142857
cani,a,0.25,or,0.25,!,0.25,de,0.25
cacciaguida,.,1
venduti,e,1
dimandò,chi,0.5,quant'è,0.5
venendomi,'ncontro,1
venduto,col,1
carpando,appresso,1
raccolta,.,0.5,e,0.25,quando,0.25
volse,sé,0.023256,nel,0.023256,dir,0.023256,tutto,0.023256,con,0.069767,a,0.093023,e,0.093023,da,0.023256,per,0.023256,de,0.023256,intorno,0.023256,i,0.023256,la,0.069767,.,0.023256,che,0.023256,le,0.069767,d'inanzi,0.023256,li,0.023256,prima,0.023256,contr'al,0.023256,mirabile,0.023256,inver',0.023256,'l,0.023256,il,0.023256,quel,0.023256,in,0.093023,costui,0.023256,se,0.023256
anderà,con,1
rotata,un,1
volsi,conobbi,0.034483,serrando,0.034483,a,0.137931,dallato,0.034483,come,0.068966,e,0.034483,per,0.034483,dietro,0.034483,i,0.034483,tu,0.034483,intorno,0.034483,aiutami,0.034483,al,0.241379,ver,0.034483,le,0.034483,'l,0.034483,li,0.034483,ulisse,0.034483,in,0.034483
credettero,in,1
raccolti,quando,1
s'addorna,di,1
raccolto,imagina,1
